tick,timestamp,agent_id,lat,lon,is_traveling,arrived,step_count,route_edge_count
7,2019-07-17T07:35:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
8,2019-07-17T07:40:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
8,2019-07-17T07:40:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
8,2019-07-17T07:40:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
8,2019-07-17T07:40:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
8,2019-07-17T07:40:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
9,2019-07-17T07:45:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
9,2019-07-17T07:45:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
9,2019-07-17T07:45:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
9,2019-07-17T07:45:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
9,2019-07-17T07:45:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
10,2019-07-17T07:50:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
10,2019-07-17T07:50:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
10,2019-07-17T07:50:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
10,2019-07-17T07:50:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
10,2019-07-17T07:50:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
11,2019-07-17T07:55:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
11,2019-07-17T07:55:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
11,2019-07-17T07:55:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
11,2019-07-17T07:55:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
11,2019-07-17T07:55:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
12,2019-07-17T08:00:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
12,2019-07-17T08:00:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
12,2019-07-17T08:00:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
12,2019-07-17T08:00:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
12,2019-07-17T08:00:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
13,2019-07-17T08:05:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
13,2019-07-17T08:05:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
13,2019-07-17T08:05:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
13,2019-07-17T08:05:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
13,2019-07-17T08:05:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
14,2019-07-17T08:10:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
14,2019-07-17T08:10:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
14,2019-07-17T08:10:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
14,2019-07-17T08:10:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
14,2019-07-17T08:10:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
15,2019-07-17T08:15:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
15,2019-07-17T08:15:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
15,2019-07-17T08:15:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
15,2019-07-17T08:15:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
15,2019-07-17T08:15:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
16,2019-07-17T08:20:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
16,2019-07-17T08:20:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
16,2019-07-17T08:20:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
16,2019-07-17T08:20:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
16,2019-07-17T08:20:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
17,2019-07-17T08:25:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
17,2019-07-17T08:25:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
17,2019-07-17T08:25:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
17,2019-07-17T08:25:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
17,2019-07-17T08:25:00,agent_0005,41.69269520708677,-87.70564920192525,False,False,0,0
19,2019-07-17T08:30:00,agent_0005,41.69269520708677,-87.70564920192525,True,False,1,0
20,2019-07-17T08:30:00,agent_0005,41.691491,-87.705733,True,False,2,0
21,2019-07-17T08:30:00,agent_0005,41.690077,-87.664651,True,False,3,0
22,2019-07-17T08:30:00,agent_0005,41.692105,-87.663319,True,False,4,0
23,2019-07-17T08:30:00,agent_0005,41.692153,-87.659731,True,False,5,0
24,2019-07-17T08:30:00,agent_0005,41.768633,-87.625619,True,False,6,0
25,2019-07-17T08:30:00,agent_0005,41.838631,-87.630667,True,False,7,0
26,2019-07-17T08:30:00,agent_0005,41.844429,-87.631055,True,False,8,0
27,2019-07-17T08:30:00,agent_0005,41.847976,-87.616851,True,False,9,0
28,2019-07-17T08:30:00,agent_0005,41.882876,-87.616282,True,False,10,0
29,2019-07-17T08:30:00,agent_0005,41.884519,-87.613459,True,False,11,0
30,2019-07-17T08:30:00,agent_0005,41.884403,-87.622188,True,True,12,0
18,2019-07-17T08:30:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
18,2019-07-17T08:30:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
18,2019-07-17T08:30:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
18,2019-07-17T08:30:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
18,2019-07-17T08:30:00,agent_0005,41.874483,-87.622351,False,False,12,0
19,2019-07-17T08:35:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
19,2019-07-17T08:35:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
19,2019-07-17T08:35:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
19,2019-07-17T08:35:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
19,2019-07-17T08:35:00,agent_0005,41.874483,-87.622351,False,False,12,0
20,2019-07-17T08:40:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
20,2019-07-17T08:40:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
20,2019-07-17T08:40:00,agent_0003,41.79071906368965,-87.72447295004734,False,False,0,0
20,2019-07-17T08:40:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
20,2019-07-17T08:40:00,agent_0005,41.874483,-87.622351,False,False,12,0
22,2019-07-17T08:45:00,agent_0003,41.79071906368965,-87.72447295004734,True,False,1,0
23,2019-07-17T08:45:00,agent_0003,41.791399,-87.723106,True,False,2,0
24,2019-07-17T08:45:00,agent_0003,41.822673,-87.723989,True,False,3,0
25,2019-07-17T08:45:00,agent_0003,41.841885,-87.658964,True,False,4,0
26,2019-07-17T08:45:00,agent_0003,41.850742,-87.644555,True,False,5,0
27,2019-07-17T08:45:00,agent_0003,41.867845,-87.644517,True,False,6,0
28,2019-07-17T08:45:00,agent_0003,41.873521,-87.644628,True,False,7,0
29,2019-07-17T08:45:00,agent_0003,41.875546,-87.629223,True,True,8,0
21,2019-07-17T08:45:00,agent_0000,41.81378129709065,-87.62613519200384,False,False,0,0
21,2019-07-17T08:45:00,agent_0001,41.85375074911496,-87.632523244489,False,False,0,0
21,2019-07-17T08:45:00,agent_0003,41.884094,-87.630943,False,False,8,0
21,2019-07-17T08:45:00,agent_0004,41.941635364424315,-87.65792116318981,False,False,0,0
21,2019-07-17T08:45:00,agent_0005,41.874483,-87.622351,False,False,12,0
23,2019-07-17T08:50:00,agent_0000,41.81378129709065,-87.62613519200384,True,False,1,0
24,2019-07-17T08:50:00,agent_0000,41.816493,-87.626265,True,False,2,0
25,2019-07-17T08:50:00,agent_0000,41.816639,-87.629444,True,False,3,0
26,2019-07-17T08:50:00,agent_0000,41.837743,-87.630394,True,False,4,0
27,2019-07-17T08:50:00,agent_0000,41.844429,-87.631055,True,False,5,0
28,2019-07-17T08:50:00,agent_0000,41.847976,-87.616851,True,False,6,0
29,2019-07-17T08:50:00,agent_0000,41.878388,-87.617182,True,True,7,0
23,2019-07-17T08:50:00,agent_0001,41.85375074911496,-87.632523244489,True,False,1,0
24,2019-07-17T08:50:00,agent_0001,41.855117,-87.630146,True,False,2,0
25,2019-07-17T08:50:00,agent_0001,41.87229,-87.629121,True,True,3,0
23,2019-07-17T08:50:00,agent_0004,41.941635364424315,-87.65792116318981,True,False,1,0
24,2019-07-17T08:50:00,agent_0004,41.939858,-87.657741,True,False,2,0
25,2019-07-17T08:50:00,agent_0004,41.939931,-87.638606,True,False,3,0
26,2019-07-17T08:50:00,agent_0004,41.893496,-87.614875,True,False,4,0
27,2019-07-17T08:50:00,agent_0004,41.893335,-87.624316,True,True,5,0
22,2019-07-17T08:50:00,agent_0000,41.879934,-87.625292,False,False,7,0
22,2019-07-17T08:50:00,agent_0001,41.876408,-87.629731,False,False,3,0
22,2019-07-17T08:50:00,agent_0003,41.884094,-87.630943,False,False,8,0
22,2019-07-17T08:50:00,agent_0004,41.884492,-87.624963,False,False,5,0
22,2019-07-17T08:50:00,agent_0005,41.874483,-87.622351,False,False,12,0
23,2019-07-17T08:55:00,agent_0000,41.879934,-87.625292,False,False,7,0
23,2019-07-17T08:55:00,agent_0001,41.876408,-87.629731,False,False,3,0
23,2019-07-17T08:55:00,agent_0003,41.884094,-87.630943,False,False,8,0
23,2019-07-17T08:55:00,agent_0004,41.884492,-87.624963,False,False,5,0
23,2019-07-17T08:55:00,agent_0005,41.874483,-87.622351,False,False,12,0
24,2019-07-17T09:00:00,agent_0000,41.879934,-87.625292,False,False,7,0
24,2019-07-17T09:00:00,agent_0001,41.876408,-87.629731,False,False,3,0
24,2019-07-17T09:00:00,agent_0003,41.884094,-87.630943,False,False,8,0
24,2019-07-17T09:00:00,agent_0004,41.884492,-87.624963,False,False,5,0
24,2019-07-17T09:00:00,agent_0005,41.874483,-87.622351,False,False,12,0
25,2019-07-17T09:05:00,agent_0000,41.879934,-87.625292,False,False,7,0
25,2019-07-17T09:05:00,agent_0001,41.876408,-87.629731,False,False,3,0
25,2019-07-17T09:05:00,agent_0003,41.884094,-87.630943,False,False,8,0
25,2019-07-17T09:05:00,agent_0004,41.884492,-87.624963,False,False,5,0
25,2019-07-17T09:05:00,agent_0005,41.874483,-87.622351,False,False,12,0
26,2019-07-17T09:10:00,agent_0000,41.879934,-87.625292,False,False,7,0
26,2019-07-17T09:10:00,agent_0001,41.876408,-87.629731,False,False,3,0
26,2019-07-17T09:10:00,agent_0003,41.884094,-87.630943,False,False,8,0
26,2019-07-17T09:10:00,agent_0004,41.884492,-87.624963,False,False,5,0
26,2019-07-17T09:10:00,agent_0005,41.874483,-87.622351,False,False,12,0
27,2019-07-17T09:15:00,agent_0000,41.879934,-87.625292,False,False,7,0
27,2019-07-17T09:15:00,agent_0001,41.876408,-87.629731,False,False,3,0
27,2019-07-17T09:15:00,agent_0003,41.884094,-87.630943,False,False,8,0
27,2019-07-17T09:15:00,agent_0004,41.884492,-87.624963,False,False,5,0
27,2019-07-17T09:15:00,agent_0005,41.874483,-87.622351,False,False,12,0
28,2019-07-17T09:20:00,agent_0000,41.879934,-87.625292,False,False,7,0
28,2019-07-17T09:20:00,agent_0001,41.876408,-87.629731,False,False,3,0
28,2019-07-17T09:20:00,agent_0003,41.884094,-87.630943,False,False,8,0
28,2019-07-17T09:20:00,agent_0004,41.884492,-87.624963,False,False,5,0
28,2019-07-17T09:20:00,agent_0005,41.874483,-87.622351,False,False,12,0
29,2019-07-17T09:25:00,agent_0000,41.879934,-87.625292,False,False,7,0
29,2019-07-17T09:25:00,agent_0001,41.876408,-87.629731,False,False,3,0
29,2019-07-17T09:25:00,agent_0003,41.884094,-87.630943,False,False,8,0
29,2019-07-17T09:25:00,agent_0004,41.884492,-87.624963,False,False,5,0
29,2019-07-17T09:25:00,agent_0005,41.874483,-87.622351,False,False,12,0
30,2019-07-17T09:30:00,agent_0000,41.879934,-87.625292,False,False,7,0
30,2019-07-17T09:30:00,agent_0001,41.876408,-87.629731,False,False,3,0
30,2019-07-17T09:30:00,agent_0003,41.884094,-87.630943,False,False,8,0
30,2019-07-17T09:30:00,agent_0004,41.884492,-87.624963,False,False,5,0
30,2019-07-17T09:30:00,agent_0005,41.874483,-87.622351,False,False,12,0
31,2019-07-17T09:35:00,agent_0000,41.879934,-87.625292,False,False,7,0
31,2019-07-17T09:35:00,agent_0001,41.876408,-87.629731,False,False,3,0
31,2019-07-17T09:35:00,agent_0003,41.884094,-87.630943,False,False,8,0
31,2019-07-17T09:35:00,agent_0004,41.884492,-87.624963,False,False,5,0
31,2019-07-17T09:35:00,agent_0005,41.874483,-87.622351,False,False,12,0
32,2019-07-17T09:40:00,agent_0000,41.879934,-87.625292,False,False,7,0
32,2019-07-17T09:40:00,agent_0001,41.876408,-87.629731,False,False,3,0
32,2019-07-17T09:40:00,agent_0003,41.884094,-87.630943,False,False,8,0
32,2019-07-17T09:40:00,agent_0004,41.884492,-87.624963,False,False,5,0
32,2019-07-17T09:40:00,agent_0005,41.874483,-87.622351,False,False,12,0
33,2019-07-17T09:45:00,agent_0000,41.879934,-87.625292,False,False,7,0
33,2019-07-17T09:45:00,agent_0001,41.876408,-87.629731,False,False,3,0
33,2019-07-17T09:45:00,agent_0003,41.884094,-87.630943,False,False,8,0
33,2019-07-17T09:45:00,agent_0004,41.884492,-87.624963,False,False,5,0
33,2019-07-17T09:45:00,agent_0005,41.874483,-87.622351,False,False,12,0
34,2019-07-17T09:50:00,agent_0000,41.879934,-87.625292,False,False,7,0
34,2019-07-17T09:50:00,agent_0001,41.876408,-87.629731,False,False,3,0
34,2019-07-17T09:50:00,agent_0003,41.884094,-87.630943,False,False,8,0
34,2019-07-17T09:50:00,agent_0004,41.884492,-87.624963,False,False,5,0
34,2019-07-17T09:50:00,agent_0005,41.874483,-87.622351,False,False,12,0
35,2019-07-17T09:55:00,agent_0000,41.879934,-87.625292,False,False,7,0
35,2019-07-17T09:55:00,agent_0001,41.876408,-87.629731,False,False,3,0
35,2019-07-17T09:55:00,agent_0003,41.884094,-87.630943,False,False,8,0
35,2019-07-17T09:55:00,agent_0004,41.884492,-87.624963,False,False,5,0
35,2019-07-17T09:55:00,agent_0005,41.874483,-87.622351,False,False,12,0
36,2019-07-17T10:00:00,agent_0000,41.879934,-87.625292,False,False,7,0
36,2019-07-17T10:00:00,agent_0001,41.876408,-87.629731,False,False,3,0
36,2019-07-17T10:00:00,agent_0003,41.884094,-87.630943,False,False,8,0
36,2019-07-17T10:00:00,agent_0004,41.884492,-87.624963,False,False,5,0
36,2019-07-17T10:00:00,agent_0005,41.874483,-87.622351,False,False,12,0
37,2019-07-17T10:05:00,agent_0000,41.879934,-87.625292,False,False,7,0
37,2019-07-17T10:05:00,agent_0001,41.876408,-87.629731,False,False,3,0
37,2019-07-17T10:05:00,agent_0003,41.884094,-87.630943,False,False,8,0
37,2019-07-17T10:05:00,agent_0004,41.884492,-87.624963,False,False,5,0
37,2019-07-17T10:05:00,agent_0005,41.874483,-87.622351,False,False,12,0
38,2019-07-17T10:10:00,agent_0000,41.879934,-87.625292,False,False,7,0
38,2019-07-17T10:10:00,agent_0001,41.876408,-87.629731,False,False,3,0
38,2019-07-17T10:10:00,agent_0003,41.884094,-87.630943,False,False,8,0
38,2019-07-17T10:10:00,agent_0004,41.884492,-87.624963,False,False,5,0
38,2019-07-17T10:10:00,agent_0005,41.874483,-87.622351,False,False,12,0
39,2019-07-17T10:15:00,agent_0000,41.879934,-87.625292,False,False,7,0
39,2019-07-17T10:15:00,agent_0001,41.876408,-87.629731,False,False,3,0
39,2019-07-17T10:15:00,agent_0003,41.884094,-87.630943,False,False,8,0
39,2019-07-17T10:15:00,agent_0004,41.884492,-87.624963,False,False,5,0
39,2019-07-17T10:15:00,agent_0005,41.874483,-87.622351,False,False,12,0
40,2019-07-17T10:20:00,agent_0000,41.879934,-87.625292,False,False,7,0
40,2019-07-17T10:20:00,agent_0001,41.876408,-87.629731,False,False,3,0
40,2019-07-17T10:20:00,agent_0003,41.884094,-87.630943,False,False,8,0
40,2019-07-17T10:20:00,agent_0004,41.884492,-87.624963,False,False,5,0
40,2019-07-17T10:20:00,agent_0005,41.874483,-87.622351,False,False,12,0
41,2019-07-17T10:25:00,agent_0000,41.879934,-87.625292,False,False,7,0
41,2019-07-17T10:25:00,agent_0001,41.876408,-87.629731,False,False,3,0
41,2019-07-17T10:25:00,agent_0003,41.884094,-87.630943,False,False,8,0
41,2019-07-17T10:25:00,agent_0004,41.884492,-87.624963,False,False,5,0
41,2019-07-17T10:25:00,agent_0005,41.874483,-87.622351,False,False,12,0
42,2019-07-17T10:30:00,agent_0000,41.879934,-87.625292,False,False,7,0
42,2019-07-17T10:30:00,agent_0001,41.876408,-87.629731,False,False,3,0
42,2019-07-17T10:30:00,agent_0003,41.884094,-87.630943,False,False,8,0
42,2019-07-17T10:30:00,agent_0004,41.884492,-87.624963,False,False,5,0
42,2019-07-17T10:30:00,agent_0005,41.874483,-87.622351,False,False,12,0
43,2019-07-17T10:35:00,agent_0000,41.879934,-87.625292,False,False,7,0
43,2019-07-17T10:35:00,agent_0001,41.876408,-87.629731,False,False,3,0
43,2019-07-17T10:35:00,agent_0003,41.884094,-87.630943,False,False,8,0
43,2019-07-17T10:35:00,agent_0004,41.884492,-87.624963,False,False,5,0
43,2019-07-17T10:35:00,agent_0005,41.874483,-87.622351,False,False,12,0
44,2019-07-17T10:40:00,agent_0000,41.879934,-87.625292,False,False,7,0
44,2019-07-17T10:40:00,agent_0001,41.876408,-87.629731,False,False,3,0
44,2019-07-17T10:40:00,agent_0003,41.884094,-87.630943,False,False,8,0
44,2019-07-17T10:40:00,agent_0004,41.884492,-87.624963,False,False,5,0
44,2019-07-17T10:40:00,agent_0005,41.874483,-87.622351,False,False,12,0
45,2019-07-17T10:45:00,agent_0000,41.879934,-87.625292,False,False,7,0
45,2019-07-17T10:45:00,agent_0001,41.876408,-87.629731,False,False,3,0
45,2019-07-17T10:45:00,agent_0003,41.884094,-87.630943,False,False,8,0
45,2019-07-17T10:45:00,agent_0004,41.884492,-87.624963,False,False,5,0
45,2019-07-17T10:45:00,agent_0005,41.874483,-87.622351,False,False,12,0
46,2019-07-17T10:50:00,agent_0000,41.879934,-87.625292,False,False,7,0
46,2019-07-17T10:50:00,agent_0001,41.876408,-87.629731,False,False,3,0
46,2019-07-17T10:50:00,agent_0003,41.884094,-87.630943,False,False,8,0
46,2019-07-17T10:50:00,agent_0004,41.884492,-87.624963,False,False,5,0
46,2019-07-17T10:50:00,agent_0005,41.874483,-87.622351,False,False,12,0
47,2019-07-17T10:55:00,agent_0000,41.879934,-87.625292,False,False,7,0
47,2019-07-17T10:55:00,agent_0001,41.876408,-87.629731,False,False,3,0
47,2019-07-17T10:55:00,agent_0003,41.884094,-87.630943,False,False,8,0
47,2019-07-17T10:55:00,agent_0004,41.884492,-87.624963,False,False,5,0
47,2019-07-17T10:55:00,agent_0005,41.874483,-87.622351,False,False,12,0
48,2019-07-17T11:00:00,agent_0000,41.879934,-87.625292,False,False,7,0
48,2019-07-17T11:00:00,agent_0001,41.876408,-87.629731,False,False,3,0
48,2019-07-17T11:00:00,agent_0003,41.884094,-87.630943,False,False,8,0
48,2019-07-17T11:00:00,agent_0004,41.884492,-87.624963,False,False,5,0
48,2019-07-17T11:00:00,agent_0005,41.874483,-87.622351,False,False,12,0
49,2019-07-17T11:05:00,agent_0000,41.879934,-87.625292,False,False,7,0
49,2019-07-17T11:05:00,agent_0001,41.876408,-87.629731,False,False,3,0
49,2019-07-17T11:05:00,agent_0003,41.884094,-87.630943,False,False,8,0
49,2019-07-17T11:05:00,agent_0004,41.884492,-87.624963,False,False,5,0
49,2019-07-17T11:05:00,agent_0005,41.874483,-87.622351,False,False,12,0
50,2019-07-17T11:10:00,agent_0000,41.879934,-87.625292,False,False,7,0
50,2019-07-17T11:10:00,agent_0001,41.876408,-87.629731,False,False,3,0
50,2019-07-17T11:10:00,agent_0003,41.884094,-87.630943,False,False,8,0
50,2019-07-17T11:10:00,agent_0004,41.884492,-87.624963,False,False,5,0
50,2019-07-17T11:10:00,agent_0005,41.874483,-87.622351,False,False,12,0
51,2019-07-17T11:15:00,agent_0000,41.879934,-87.625292,False,False,7,0
51,2019-07-17T11:15:00,agent_0001,41.876408,-87.629731,False,False,3,0
51,2019-07-17T11:15:00,agent_0003,41.884094,-87.630943,False,False,8,0
51,2019-07-17T11:15:00,agent_0004,41.884492,-87.624963,False,False,5,0
51,2019-07-17T11:15:00,agent_0005,41.874483,-87.622351,False,False,12,0
52,2019-07-17T11:20:00,agent_0000,41.879934,-87.625292,False,False,7,0
52,2019-07-17T11:20:00,agent_0001,41.876408,-87.629731,False,False,3,0
52,2019-07-17T11:20:00,agent_0003,41.884094,-87.630943,False,False,8,0
52,2019-07-17T11:20:00,agent_0004,41.884492,-87.624963,False,False,5,0
52,2019-07-17T11:20:00,agent_0005,41.874483,-87.622351,False,False,12,0
53,2019-07-17T11:25:00,agent_0000,41.879934,-87.625292,False,False,7,0
53,2019-07-17T11:25:00,agent_0001,41.876408,-87.629731,False,False,3,0
53,2019-07-17T11:25:00,agent_0003,41.884094,-87.630943,False,False,8,0
53,2019-07-17T11:25:00,agent_0004,41.884492,-87.624963,False,False,5,0
53,2019-07-17T11:25:00,agent_0005,41.874483,-87.622351,False,False,12,0
54,2019-07-17T11:30:00,agent_0000,41.879934,-87.625292,False,False,7,0
54,2019-07-17T11:30:00,agent_0001,41.876408,-87.629731,False,False,3,0
54,2019-07-17T11:30:00,agent_0003,41.884094,-87.630943,False,False,8,0
54,2019-07-17T11:30:00,agent_0004,41.884492,-87.624963,False,False,5,0
54,2019-07-17T11:30:00,agent_0005,41.874483,-87.622351,False,False,12,0
55,2019-07-17T11:35:00,agent_0000,41.879934,-87.625292,False,False,7,0
55,2019-07-17T11:35:00,agent_0001,41.876408,-87.629731,False,False,3,0
55,2019-07-17T11:35:00,agent_0003,41.884094,-87.630943,False,False,8,0
55,2019-07-17T11:35:00,agent_0004,41.884492,-87.624963,False,False,5,0
55,2019-07-17T11:35:00,agent_0005,41.874483,-87.622351,False,False,12,0
56,2019-07-17T11:40:00,agent_0000,41.879934,-87.625292,False,False,7,0
56,2019-07-17T11:40:00,agent_0001,41.876408,-87.629731,False,False,3,0
56,2019-07-17T11:40:00,agent_0003,41.884094,-87.630943,False,False,8,0
56,2019-07-17T11:40:00,agent_0004,41.884492,-87.624963,False,False,5,0
56,2019-07-17T11:40:00,agent_0005,41.874483,-87.622351,False,False,12,0
57,2019-07-17T11:45:00,agent_0000,41.879934,-87.625292,False,False,7,0
57,2019-07-17T11:45:00,agent_0001,41.876408,-87.629731,False,False,3,0
57,2019-07-17T11:45:00,agent_0003,41.884094,-87.630943,False,False,8,0
57,2019-07-17T11:45:00,agent_0004,41.884492,-87.624963,False,False,5,0
57,2019-07-17T11:45:00,agent_0005,41.874483,-87.622351,False,False,12,0
58,2019-07-17T11:50:00,agent_0000,41.879934,-87.625292,False,False,7,0
58,2019-07-17T11:50:00,agent_0001,41.876408,-87.629731,False,False,3,0
58,2019-07-17T11:50:00,agent_0003,41.884094,-87.630943,False,False,8,0
58,2019-07-17T11:50:00,agent_0004,41.884492,-87.624963,False,False,5,0
58,2019-07-17T11:50:00,agent_0005,41.874483,-87.622351,False,False,12,0
59,2019-07-17T11:55:00,agent_0000,41.879934,-87.625292,False,False,7,0
59,2019-07-17T11:55:00,agent_0001,41.876408,-87.629731,False,False,3,0
59,2019-07-17T11:55:00,agent_0003,41.884094,-87.630943,False,False,8,0
59,2019-07-17T11:55:00,agent_0004,41.884492,-87.624963,False,False,5,0
59,2019-07-17T11:55:00,agent_0005,41.874483,-87.622351,False,False,12,0
60,2019-07-17T12:00:00,agent_0000,41.879934,-87.625292,False,False,7,0
60,2019-07-17T12:00:00,agent_0001,41.876408,-87.629731,False,False,3,0
